company_name,job_title,company_location,company_rating,salary,job_type,job_desc,apply_link
MedPOINT Management,"Business Analyst, HIT","Woodland Hills, CA",3.6 out of 5,"$70,000 - $90,000 a year",,   ,https://www.indeed.com/cmp/Medpoint-Management?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp0kabh3lm820&fromjk=7a87d94f51e6ae6e
Bottomless,Growth Data Analyst,"Seattle, WA",,,,"You will be working growth at a fast growing startup as the first growth hire. This includes: We are building an innovative new e-commerce model, which requires heavy customer education. You must be able to think holistically and creatively about user acquisition. We believe in concurrently testing ideas rapidly while doubling down on what works. As such you should be able to rapidly spin up tests while also rigorously tuning existing processes. We need to achieve 80% of the results with 20% of the effort. Email us at: jobs@bottomless.com",https://www.indeed.com/cmp/Bottomless-2?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp0qjrhid7808&fromjk=5d72ca60bea368a3
TikTok,US Data Loss Prevention (DLP) Analyst - USDS,"Washington, DC",3.4 out of 5,,,,https://www.indeed.com/cmp/Tiktok?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp10lpi0gm803&fromjk=36ce92a0599ed1eb
Leonardo DRS,Supply Chain Analyst I - Program Support,"Bridgeton, MO",3.7 out of 5,,Full time,"Leonardo DRS is a prime contractor, leading technology innovator and supplier of integrated products, services and support to military forces, intelligence agencies and defense contractors worldwide. The company specializes in naval and maritime systems, ground combat mission command and network computing, global satellite communications and network infrastructure, avionics systems, and intelligence and security solutions. Additionally, the company builds power systems and electro-optical/infrared systems for a wide range of commercial customers. Headquartered in Arlington, Virginia, Leonardo DRS is a wholly owned subsidiary of Leonardo S.p.A. For additional information on DRS, please visit our website at www.leonardodrs.com Job ID: 109540  The Leonardo DRS Land Systems business is a recognized leader in the design and integration of complex technologies into new and legacy systems and platforms for global military and commercial customers. We are a 3 year running Top Workplace in the Greater St. Louis area.  Leonardo DRS Land Systems is seeking to hire a full time Supply Chain Analyst I – Program Support for our Bridgeton, MO facility. This role will perform specific analyses for the group relative to their field of expertise: commodity, purchasing, proposal costing. This specific role will be to assist as a key point of contact for the department within certain program teams. The ideal attributes of a candidate include being able to work well under pressure and meet deadlines, being attentive to details, and having the ability to take initiative.   Leonardo DRS, Inc. and its subsidiaries and affiliates are equal opportunity employers and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability status, protected veteran status, or any other characteristic protected by law. #LSY Leonardo DRS Land Systems division is a recognized world leader in the integration of complex technologies into legacy systems and platforms for military and commercial customers globally. DRS Land Systems offers a diverse portfolio of military products and technologies focused on battlefield reconnaissance and surveillance, survivability, lethality, heavy transport mobility, fuel and water distribution, radar and electronic systems testing. Headquartered in Bridgeton, MO with a 100- acre heavy equipment manufacturing facility in West Plains, MO, and a site in Goleta, GA. DRS Land Systems offers a comprehensive benefits plan designed to meet the needs of all our employees:",https://www.indeed.com/cmp/Leonardo-Drs?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp16ldh3nb800&fromjk=c82b76422467a627
Johns Hopkins Applied Physics Laboratory (APL),Systems Data Analyst,"11100 Johns Hopkins Road, Laurel, MD 20723",4.0 out of 5,,,"Are you passionate about developing effective command, control, and communications concepts for defending our nation against global air and missile threats?  Are you eager to seek and build innovative solutions for National Security challenges using state-of-the-art technologies?  Are you passionate about building, motivating, and inspiring teams?  If so, we 're looking for someone like you to join our team at APL!  The Engagement Optimization Group (A3I) is a diverse group of talented software and systems engineers, systems analysts, mathematicians, and technical leaders. We apply innovative solutions to real-world defense system problems and analytical proficiencies to assess combat system performance, evaluate stressing combat system scenarios from hardware in the loop testing.  We are seeking a Tactical Systems Data Analyst to be part of a hardworking missile defense analytics team dedicated to ensuring warfighters have the capabilities needed to accomplish numerous missions that are essential to the defense of our nation. We are committed to becoming a widely recognized center of excellence for combat systems engineering.  As a Tactical Systems Data Analyst ...    You meet our minimum qualifications for the job if you...   You 'll go above and beyond our minimum requirements if you...   Why work at APL?  The Johns Hopkins University Applied Physics Laboratory (APL) brings world-class expertise to our nation's most critical defense, security, space and science challenges. While we are dedicated to solving complex challenges and pioneering new technologies, what makes us truly outstanding is our culture. We offer a vibrant, welcoming atmosphere where you can bring your authentic self to work, continue to grow, and build strong connections with inspiring teammates. At APL, we celebrate our differences and encourage creativity and bold, new ideas. Our employees enjoy generous benefits, including a robust education assistance program, unparalleled retirement contributions, and a healthy work/life balance. APL's campus is located in the Baltimore-Washington metro area. Learn more about our career opportunities at http://www.jhuapl.edu/careers.  APL is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, creed, color, religion, sex, gender identity or expression, sexual orientation, national origin, age, physical or mental disability, genetic information, veteran status, occupation, marital or familial status, political opinion, personal appearance, or any other characteristic protected by applicable law. APL is committed to promoting an innovative environment that embraces diversity, encourages creativity, and supports inclusion of new ideas. In doing so, we are committed to providing reasonable accommodation to individuals of all abilities, including those with disabilities. If you require a reasonable accommodation to participate in any part of the hiring process, please contact Accommodations@jhuapl.edu. Only by ensuring that everyone’s voice is heard are we empowered to be bold, do great things, and make the world a better place.",https://www.indeed.com/cmp/Johns-Hopkins-University-Applied-Physics-Laboratory?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp1cmfh3n880h&fromjk=bc89ff8fd014c80c
George Mason University,Intelligence Analyst,"Reston, VA",4.2 out of 5,,Full time,"Department: Criminology, Law and Society - Center for Evidence-Based Crime Policy (CEBCP) Classification: Research Staff 12-month Job Category: Research Staff Job Type: Full-Time Work Schedule: Full-time (1.0 FTE, 40 hrs/wk) Location: Reston, VA - W/B HIDTA Offices Workplace Type: Hybrid Eligible Salary: Salary commensurate with education and experience Restricted: Yes Criminal Background Check: Yes Security Clearance Check: Yes About the Department: The mission of the W/B HIDTA Investigative Support Center (ISC) is to provide superior intelligence and case support to W/B HIDTA initiatives, participating agencies, and the HIDTA program. The mission is accomplished by utilizing the intelligence process to effectively and efficiently exploit law enforcement, drug treatment, and prevention data involving drug trafficking, drug-related crime and violence, drug money laundering, and gang activity within and around the W/B HIDTA region. About the Position: The Washington/Baltimore High Intensity Drug Trafficking Area (W/B HIDTA) Investigative Support Center (ISC) within George Mason University’s (GMU) Center for Evidence-Based Crime Policy (CEBCP) is seeking passionate individuals for the position of Intelligence Analyst. As part of the Washington/Baltimore HIDTA, you'll engage in vital intelligence analysis, contribute to reports and presentations, liaise with law enforcement agencies, and manage special projects. With a focus on combating drug trafficking, crime, and gang activity, your work will make a significant impact in our community. Analysts assigned to the Washington/Baltimore HIDTA participate in all steps of the intelligence cycle: Planning and directing, collecting information, processing and collating information, analyzing, producing and disseminating intelligence to help attain the mission of the W/B HIDTA. This position will report to W/B HIDTA Reston, VA Offices. Responsibilities: Required Qualifications: Preferred Qualifications: Instructions to Applicants: For full consideration, applicants must apply for Intelligence Analyst at https://jobs.gmu.edu/. Complete and submit the online application to include three professional references with contact information, and provide a resume. Posting Open Date: February 16, 2024 For Full Consideration, Apply by: March 1, 2024 Open Until Filled?: Yes  Each agency within the Commonwealth of Virginia is dedicated to recruiting, supporting, and maintaining a competent and diverse work force. Equal Opportunity Employer",https://www.indeed.com/cmp/George-Mason-University?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp1inpi01v801&fromjk=526efc89d1b4b3a5
"iHeartMedia, Inc.",Human Resources Data & Reporting Analyst,"14001 Dallas Parkway, Dallas, TX",3.4 out of 5,,Full time,,https://www.indeed.com/cmp/Iheartmedia-c6ba492c?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp1p28go7i803&fromjk=009bb67406efbbd8
City of Greeley,Business Intelligence Analyst I - IT,"1001 11th Avenue, Greeley, CO 80631",3.3 out of 5,"$61,500 - $73,545 a year",Full time,"Anticipated Hiring Range: $61,500 - $73,545 Annually Benefits: This position is benefits eligible. Please view our benefits guide here . Job Summary: The City of Greeley is seeking a Business Intelligence Analyst I to join the IT Division. Under the direction of the Application Services Manager, the Business Intelligence Analyst with a GIS experience background will provide advanced levels of data analysis, development of spatial data, and management of users within the City's enterprise data systems. This position also provides training, project support, and analytic product development. This opportunity needs a dynamic individual who is a GIS champion and is looking for career growth assisting the organizations departments by providing data driven decision analytics. Experience, Knowledge, Skills: Minimum Requirements: OR Preferred: Knowledge, Skills, and Abilities Essential Functions: Supervisory Responsibilities: None Travel: Travel is minimal up to 10% within City limits to other facilities, as needed. Work Environment and Physical Requirements: EOE Statement: The City of Greeley provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. ADA Statement : We are committed to an inclusive and barrier-free search process. We provide accommodations for applicants requesting accommodation through the search process such as alternative formats of this posting. Individuals with disabilities in need of accommodations throughout the search process should contact the ADA Coordinator at: HR@Greeleygov.com . Conditions of Employment: Candidates must successfully complete all pre-employment screenings and employment eligibility verification. Pre-employment screenings include a drug test, a background and national sex offender search, a motor vehicle record search, and for some positions, a physical demands evaluation. For more information about City policies and practices during the recruitment process, including but not limited to EOE, Reasonable Accommodation, and pre-employment screenings, please visit our career page HERE.",https://www.indeed.com/cmp/City-of-Greeley?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp1v10ge7c81k&fromjk=751d16ac07c0208b
TJX Companies,Loss Prevention Data Analyst,"300 Value Way, Marlborough, MA 01752",3.6 out of 5,"$66,500 - $83,100 a year",Full time," Discovery is at the core of everything we do - whether it’s a great value, incredible style, or building long-lasting partnerships with people around the world. That’s what makes TJX different. You can find it all across our brands: TJ Maxx, Marshalls, HomeGoods, Sierra, and Homesense. Every one of our brands has one thing in common: environments that are always changing. That’s just how we like it. Every day is an opportunity to discover something new about our business, our partnerships, and even about yourself. Come discover what different can mean for you. Posting Notes: 300 Value Way Marlborough MA 01752  The Data Analyst creates and maintains dashboards and generates reporting for Loss Prevention. One will prepare data visualizations and use data to forecast or guide business activity. The Data Analyst will work to improve the efficiency and effectiveness of supporting the operation through increased automation.  Responsibilities  Requirements  This position has a starting salary range of $66,500 to $83,100 per year. Actual starting pay is determined by a number of factors, including relevant skills, qualifications, and experience.  Discover Different at TJX means opportunity, teamwork, and career growth. That’s why working here is so much more than a job. When you’re a part of our TJX family, you have the full support of a diverse, close-knit group of people who work together to deliver the best value and style in the business. Our inventory is always changing and our approach is continually evolving, which means every day is another chance to Discover Different.  We consider all applicants for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability, gender identity and expression, marital or military status. We also provide reasonable accommodations to qualified individuals with disabilities in accordance with the Americans with Disabilities Act and applicable state and local law. Posting Notes: 300 Value Way Marlborough MA 01752","https://www.indeed.com/cmp/The-TJX-Companies,-Inc.?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp255f24ek009&fromjk=0826ae37bfc5e01d"
Worldwide Flight Services,Business Analyst,"Dallas, TX 75261",2.9 out of 5,"$60,000 a year",Full time,,https://www.indeed.com/cmp/Worldwide-Flight-Services-3e56de5d?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp2btii0jg800&fromjk=19b43924ab546bbf
University of Michigan,Data Security Analyst Intermediate,"303 E. Kearsley Street, Flint, MI 48502",4.3 out of 5,"$66,900 - $83,600 a year",Full time," A cover letter is required for consideration for this position and should be attached as the first page of your resume. The cover letter should address your specific interest in the position and outline experience that directly relates to this position. The Information and Technology Services (ITS) organization at the University of Michigan-Flint has an exciting opportunity for a Data Security Analyst Intermediate. As part of a high performance team with expanding responsibilities, you will work in a collaborative environment to perform risk and compliance assessments of important systems to improve the security posture of the University's most sensitive assets, and provide security consulting for university systems and units. You will report to the Network & Security Operations Manager This position may be underfilled at a lower classification depending on the qualifications of the selected candidate. 102320 - Data Security Analyst Associate Data Security Analyst Associate level salary range from $55,300 to $69,100 In addition to a career filled with purpose and opportunity, The University of Michigan offers a comprehensive benefits package to help you stay well, protect yourself and your family, and plan for a secure future. Benefits include: Eligibility for benefits is based on your job group, your appointment percentage and the length of your appointment. Learn more about employee benefits and eligibility and download the Comprehensive Benefits for Faculty and Staff flier. For tuition support information can be found at: https://www.umflint.edu/hr/ benefits/ Information about our vision, mission and values can be found at: https://www.umflint.edu/ chancellor/leadership-mission- vision/ University of Michigan-Flint - Plan for Diversity, Equity and Inclusion The University of Michigan-Flint's DEI plan can be found at: https://www.umflint.edu/dei/. The University of Michigan-Flint exhibits its commitment to diversity, equity, and inclusion through enacting fair practices, policies, and procedures particularly in support of the equitable participation of the historically underserved. UM-Flint recognizes the value of diversity in our efforts to provide equitable access and opportunities to all regardless of individual identities in support of a climate where everyone feels a sense of belonging, community, and agency. Diversity is a core value at University of Michigan-Flint. We are passionate about building and sustaining an inclusive and equitable working and learning environment for all students, staff, and faculty. The University of Michigan-Flint seeks to employ a diverse workforce as a reflection of our commitment to serve the diverse people of Michigan, to maintain the excellence of the University, and to offer our students richly varied disciplines, perspectives, and ways of knowing and learning to become global citizens in a connected world. A hybrid work schedule (some days on campus and some days working remotely) is available for this position at this time. However, this is subject to change based on the responsibilities of the position and the needs of the department. The University of Michigan conducts background checks on all job candidates upon acceptance of a contingent offer and may use a third-party administrator to conduct background checks. Background checks are performed in compliance with the Fair Credit Reporting Act. Job openings are posted for a minimum of seven calendar days. The review and selection process may begin as early as the eighth day after posting. This opening may be removed from posting boards and filled anytime after the minimum posting period has ended.   The University of Michigan is an equal opportunity/affirmative action employer.  250173 Data Security Analyst Intermediate Data Security Analyst Inter Flint Campus Flint, MI Full-Time Regular Exempt Flint Vc Bus And Fin Flint ITS 6/18/2024 - 7/16/2024 $66,900.00 - $83,600.00 Information Technology",https://www.indeed.com/cmp/The-University-of-Michigan?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp2incgoqg80v&fromjk=657f909e49e36a14
DAVITA,"Data Analyst, Clinical Analytics & Reporting","2000 16th Street, Denver, CO 80202",3.2 out of 5,"$55,000 - $75,500 a year",Full time," Los Angeles, CA – Denver, CO – Philadelphia, PA – (Remote)  DaVita’s Clinical Analytics & Reporting Team is responsible for designing, developing, and overseeing analytical solutions for our clinical and operations executives in support of DaVita’s clinical strategy. Our team’s mission is to inform and guide the clinical focus, support clinical innovation, and improve patient outcomes and quality of life by transforming complex data into actionable, easy-to-digest information.  The Clinical Data Analyst’s primary objective is to partner with diverse teams from around the enterprise to produce analytical insights that support analytical products across a broad range of clinical domains, including patient safety initiatives, infection analyses and initiatives, and others.  A successful candidate exemplifies personal behaviors in line with DaVita’s core values: service excellence, integrity, team, continuous improvement, accountability, fulfillment, and fun. In this role, a successful candidate will also demonstrate a strong work ethic, creative mindset, adept communication skills, attention to detail, and demonstrated competence in clinical data analysis. Sound like you? Then you might be a great fit for the role of Clinical Data Analyst on DaVita’s Clinical Analytics & Reporting team.  Responsibilities: Create, maintain, and distribute reports related to clinical outcomes, surveillance, and risk mitigation regularly Utilize multiple computational languages, platforms, and environments to mine and manage data in preparation for analysis Provide clinical insights and data trends to support and inform a multitude of projects and initiatives across the organization Present data to and work closely with a variety of stakeholders including senior-level operators and teammates in clinics Synthesize results in a non-technical manner to inform recommendations and next steps for leadership Partner with cross-functional teams to socialize analytic findings and drive management processes to meaningful results Become a subject matter expert and thought partner in clinical and methodologic areas Willing to travel (approximately 1-2 times per year)  Qualifications: A Bachelor’s is required; a degree in an analytic/quantitative discipline from an accredited university (e.g. epidemiology, biostatistics, statistics, mathematics, etc.) is strongly recommended A bachelor’s degree plus 1-2 years prior relevant work experience or a Master's degree in a relevant field is preferred Demonstrated experience with data management and cleaning, data visualization, and data presentation is required Experience or beginning proficiency in any or all of the following is required: SQL, Tableau, Python, R, etc. Proficiency with database management and/or query languages is preferred (e.g. SQL, PostgreSQL, Netezza SQL, etc.) Proficiency with data visualization and reporting software is preferred (e.g. Tableau, IBM Cognos, etc.) Ability to work independently as part of a high-performing team Demonstrated success working in a dynamic, fast-paced environment where high-quality and precise work product is a must and is frequently delivered or presented to leadership, including the Chief Medical Officer (CMO) and other executives Successful in managing multiple priorities and deadlines at the same time Effective communicator (i.e. ability to explain complex and detailed analyses or other matters in concise and simple terms for a wide range of stakeholders)  What We’ll Provide: More than just pay, our DaVita Rewards package connects teammates to what matters most. Teammates are eligible to begin receiving benefits on the first day of the month following or coinciding with one month of continuous employment. Below are some of our benefit offerings. Comprehensive benefits: Medical, dental, vision, 401(k) match, paid time off, PTO cash out Support for you and your family: Family resources, EAP counseling sessions, access Headspace®, backup child and elder care, maternity/paternity leave and more Professional development programs: DaVita offers a variety of programs to help strong performers grow within their career and also offers on-demand virtual leadership and development courses through DaVita’s online training platform StarLearning. #LI-TS2 At DaVita, we strive to be a community first and a company second. We want all teammates to experience DaVita as ""a place where I belong."" Our goal is to embed Diversity & Belonging into everything we do in our Village, so that it becomes part of who we are. We are proud to be an equal opportunity workplace and an affirmative action employer. As such, individuals are recruited, hired, assigned and promoted without regard to race, national origin, religion, age, color, sex, sexual orientation, gender identity, disability, protected veteran status, or any other protected characteristic.  Applications are accepted on an ongoing basis.  Salary/ Wage Range  Compensation for the role will depend on a number of factors, including a candidate’s qualifications, skills, competencies and experience and may fall outside of the range shown. DaVita offers a competitive total rewards package, which includes a 401k match, healthcare coverage and a broad range of other benefits. Learn more at https://careers.davita.com/benefits",https://www.indeed.com/cmp/DaVita?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp2oo8i02o800&fromjk=26957ecd4c11d752
CONSUMER AND WORKER PROTECTION,Business Analyst - 640267,"New York, NY",4.0 out of 5,"$66,066 - $104,500 a year",Full time,"Location NYC-ALL BOROS Department Tech & Strategic Solutions THIS POSITION MAY BE ELIGIBLE FOR REMOTE WORK FOR UP TO 2 DAYS PER WEEK, PURSUANT TO THE REMOTE WORK PILOT PROGRAM.  **ONLY PERMANENT EMPLOYEES IN THE TITLE, COMPARABLE TITLE (UNDER 6.1.9), ELEGIBLE FOR 55A, AND THOSE THAT ARE REACHABLE ON THE CIVIL SERVICE LIST ARE ELIGIBLE TO APPLY. EMAIL YOUR RESUME AND COVER LETTER TO DCWPJOBS@DCWP.NYC.GOV WITH THE JOB ID NUMBER, POSITION NAME IN THE SUBJECT LINE AND EMPLOYEE IDENTIFICATION NUMBER (EIN).  ***To Apply: Email your resume and cover letter to dcwpjobs@dcwp.nyc.gov with the Job ID number and Position Name in the subject line.***  The NYC Department of Consumer and Worker Protection (DCWP) protects and enhances the daily economic lives of New Yorkers to create thriving communities. DCWP licenses more than 45,000 businesses in more than 40 industries and enforces key consumer protection, licensing, and workplace laws that apply to countless more. By supporting businesses through equitable enforcement and access to resources and, by helping to resolve complaints, DCWP protects the marketplace from predatory practices and strives to create a culture of compliance. Through its community outreach and the work of its offices of Financial Empowerment and Labor Policy & Standards, DCWP empowers consumers and working families by providing the tools and resources they need to be educated consumers and to achieve financial health and work-life balance. DCWP also conducts research and advocates for public policy that furthers its work to support New York City’s communities. For more information about DCWP and its work, call 311 or visit DCWP at nyc.gov/dcwp or on its social media sites, Twitter, Facebook, Instagram and YouTube. DCWP is seeking a Business Analyst to augment the existing Project Management Office (PMO) team. Under the Director of the Project Management Office (PMO), the Business Analyst will be responsible for providing end-to-end project management for large/medium projects. Additionally, he/she will be responsible for providing business analysis on small projects and on various operational/production support tasks as assigned. The Business Analyst will function as a backup Project Manager or Subject Matter Expert (SME) on Projects. He/She must have proven experience in the Software Development Lifecycle (SDLC), project management skills, understanding knowledge of various project implementation methodologies (waterfall and scrum), including the ability to implement the most effective approach based on project needs.   The successful candidate should possess the following: 1. End-to-end business analysis skills, strong documentation, business process mapping experience. 2. Requirements gathering/documentation experience (use cases, functional specification/business requirements), documentation development, and data modeling.  3. Possess the ability to work in an iterative, agile environment with milestone deliverables in a structured development framework while delivering on time and within budget. 4. Ability to identify/resolve/prioritize mission critical production issues. Provide technical documentation. 5. Possess and/or obtain technical knowledge of the CRM application(s), including system architecture, database schema, application specific web services (API’s) and integration points with external systems. 6. Excellent written/oral communication skills, professionalism, commitment to quality, ability to prioritize, and desire to augment teams comprised of executive management, vendors/suppliers, and partner agencies. 7. Experience with Project Portfolio Management tools, SharePoint, Project, Visio; formal project management training.  Develop and maintain technical documentation such as design documents, specifications, software documents and training guides. 1. A master's degree in computer science from an accredited college or university and three (3) years of progressively more responsible, full-time, satisfactory experience in Information Technology (IT) including applications development, systems development, data communications and networking, database administration, data processing, or user services. At least eighteen (18) months of this experience must have been in an administrative, managerial or executive capacity in the areas of applications development, systems development, data communications and networking, database administration, data processing or in the supervision of staff performing these duties; or  2. A baccalaureate degree from an accredited college or university and four (4) years of progressively more responsible, full-time, satisfactory experience as described in ""1"" above; or  3. A four-year high school diploma or its educational equivalent, and six (6) years of progressively more responsible, full-time, satisfactory experience as described in ""1"" above; or  4. A satisfactory combination of education and experience equivalent to ""1"", ""2"" or ""3"" above. However, all candidates must have at least a four-year high school diploma or its educational equivalent and must possess at least three (3) years of experience as described in ""1"" above, including the eighteen (18) months of administrative, managerial, executive or supervisory experience as described in ""1"" above.   In the absence of a baccalaureate degree, undergraduate credits may be substituted for a maximum of two (2) years of the required experience in IT on the basis of 30 semester credits for six (6) months of the required experience. Graduate credits in computer science may be substituted for a maximum of one (1) year of the required experience in IT on the basis of 30 graduate semester credits in computer science for one (1) year of the required IT experience. However, undergraduate and/or graduate credits may not be substituted for the eighteen (18) months of experience in an administrative, managerial, executive, or supervisory capacity as described in ""1"" above. The City of New York is an inclusive equal opportunity employer committed to recruiting and retaining a diverse workforce and providing a work environment that is free from discrimination and harassment based upon any legally protected status or protected characteristic, including but not limited to an individual's sex, race, color, ethnicity, national origin, age, religion, disability, sexual orientation, veteran status, gender identity, or pregnancy.  1. A master's degree in computer science from an accredited college or university and three (3) years of progressively more responsible, full-time, satisfactory experience in Information Technology (IT) including applications development, systems development, data communications and networking, database administration, data processing, or user services. At least eighteen (18) months of this experience must have been in an administrative, managerial or executive capacity in the areas of applications development, systems development, data communications and networking, database administration, data processing or in the supervision of staff performing these duties; or  2. A baccalaureate degree from an accredited college or university and four (4) years of progressively more responsible, full-time, satisfactory experience as described in \""1\"" above; or  3. A four-year high school diploma or its educational equivalent, and six (6) years of progressively more responsible, full-time, satisfactory experience as described in \""1\"" above; or  4. A satisfactory combination of education and experience equivalent to \""1\"", \""2\"" or \""3\"" above. However, all candidates must have at least a four-year high school diploma or its educational equivalent and must possess at least three (3) years of experience as described in \""1\"" above, including the eighteen (18) months of administrative, managerial, executive or supervisory experience as described in \""1\"" above.   In the absence of a baccalaureate degree, undergraduate credits may be substituted for a maximum of two (2) years of the required experience in IT on the basis of 30 semester credits for six (6) months of the required experience. Graduate credits in computer science may be substituted for a maximum of one (1) year of the required experience in IT on the basis of 30 graduate semester credits in computer science for one (1) year of the required IT experience. However, undergraduate and/or graduate credits may not be substituted for the eighteen (18) months of experience in an administrative, managerial, executive, or supervisory capacity as described in \""1\"" above. The City of New York is an inclusive equal opportunity employer committed to recruiting and retaining a diverse workforce and providing a work environment that is free from discrimination and harassment based upon any legally protected status or protected characteristic, including but not limited to an individual's sex, race, color, ethnicity, national origin, age, religion, disability, sexual orientation, veteran status, gender identity, or pregnancy. Job ID 640267 Title code 10050 Civil service title COMPUTER SYSTEMS MANAGER Title classification Competitive-1 Business title Business Analyst - 640267 Posted until 2024-09-30 Number of positions 1 Work location 42 Broadway, N.Y.",https://www.indeed.com/cmp/City-of-New-York?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp2uja24ek000&fromjk=67849c61ba6da205
Palm Beach Atlantic University,Development Data Analyst,"901 S Flagler Dr, West Palm Beach, FL 33401",4.2 out of 5,,Full time,"SUMMARY: Responsible to oversee all aspects of Raiser's Edge and related departmental integrations, including but not limited to: financial reporting, dashboard management, user activation, troubleshooting and training, database access and role definitions, ongoing improvements, list segmentation and query development, and supporting the fundraising work of the development team.   JOB RESPONSIBILITIES: Donor Database Expert and Financial Reporting",https://www.indeed.com/cmp/Palm-Beach-Atlantic-University?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp352gg07b800&fromjk=1e6b17a9bbb73784
Kaiser Permanente,"Data Reporting and Analytics Consultant III, Biostatistics","Oakland, CA",4.0 out of 5,"$96,800 - $125,290 a year",Full time,,https://www.indeed.com/cmp/Kaiser-Permanente?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp3bnmi0he800&fromjk=d11a55dd7a0d4755
McDaniel College,Data Specialist,"2 College Hill, Westminster, MD 21157",3.9 out of 5,$19 - $20 an hour,Full time," About McDaniel College: McDaniel College, recognized nationally among ""Colleges that Change Lives"" and U.S. News and World Report top-tier liberal arts colleges, is a four-year private college of the liberal arts and sciences offering more than 70 undergraduate programs of study, including dual and student-designed majors, plus 20 highly regarded graduate programs. At McDaniel College we value our employees by offering our full-time employees tuition remission, 403B retirement accounts, paid time off, medical insurance, flexible spending accounts, life insurance, and paid maternity and parental leave. For more information about the college's benefits, please click here to review the 2024 benefits guidebook.  Job Description: Reporting to the Director of Database Administration, the Data Specialist is responsible for maintaining and enhancing the college's database of alumni, students, parents, friends, and other constituents. This role ensures the accuracy and consistency of our data, which is critical for effective communications and data analysis. The Data Specialist utilizes advanced data management techniques and modern database technologies to support and optimize the college's fundraising efforts and historical archives. Key responsibilities include ensuring data integrity, performing advanced analytics, querying, importing, and exporting data, and contributing to the continuous improvement of database systems and processes. Specific Responsibilities Data Management and Maintenance Data Research and Communication Policy and Procedure Maintenance Professional Development and Training Other Responsibilities This is a full-time 35-hour a week position. The hourly range is $19-$20.  Requirements: Qualifications Working Conditions and Physical Characteristics The overall setting is a normal office environment with minimal exposure to adverse conditions. This position requires sitting for extended periods, as well as occasional bending and stooping when handling files. There is limited lifting involved, typically not exceeding 10 pounds. Significant finger/hand dexterity is necessary for typing. This position allows for up to two remote workdays per week once fully trained, coordinated with the schedules of the Director of Database Administration, Data Manager, and student workers, which may fluctuate each semester.  Additional Information: McDaniel College is committed to building a diverse workforce that reflects the student body. McDaniel College, in compliance with federal and state laws and regulations, does not discriminate in the recruitment, admission, and employment of students, faculty, and staff in the operation of any of its educational programs and activities. McDaniel College will not tolerate any discrimination or harassment on basis of any protected status including protective hairstyle, race, religion, color, ancestry or national origin, disability, age, sex, gender, gender identity, gender expression, sexual orientation, pregnancy, military status, genetic information, marital status, veteran's status, or any other actual or perceived legally protected characteristics. For more information on the College's commitment to diversity, equity and inclusion, please visit this link.  Application Instructions: Completed applications must include the following: cover letter addressing position qualifications and related experience; resume, names and contact information of three professional references, and a completed job application. Review of applications begins immediately and continues until position is filled. ",https://www.indeed.com/cmp/Mcdaniel-College?campaignid=mobvjcmp&from=mobviewjob&tk=1i2sp3hq7goqg80a&fromjk=24e06d9ae569baae
