company_name,job_title,company_location,company_rating,salary,job_type,job_desc,apply_link
"Treatment Centers Hold Co, LLC","Remote Business Intelligence Analyst - Greenville, SC","200 East Broad Street, Greenville, SC 29601",3.7 out of 5,,Full time," Crossroads is a leading addiction treatment provider of outpatient medication-assisted treatment (MAT). We treat patients with opioid use disorder (OUD) using medications such as methadone and suboxone/ buprenorphine. We pride ourselves in supporting our patients’ medical and personal recoveries from substance use disorder. Starting our fight against the opioid addiction crisis in 2005, Crossroads has remained physician led and patient focused as we’ve grown to 100+ clinics across nine states. As an equal opportunity employer, we celebrate diversity and are committed to an inclusive environment for all employees and patients.  Support business partners with effective communication on metrics, benchmarks, and KPIs, with a special focus on operational performance and outcome modeling. Explore data sets and perform statistical analyses to discern and communicate business and industry trends using both new and established analytical solutions. Prepare and communicate high-quality department reports on a set cadence (e.g., weekly, monthly, quarterly) using available technology (i.e., SQL, R, Power BI, etc.). Identify opportunities for business optimization through use of financial and operational data to influence short- and long-term strategy. Work across departments to collaboratively design, develop, document, train, and implement new data solutions and processes based on stakeholder needs. Gather requirements to translate technical and business needs; liaise between shared service departments (e.g., IT) and business stakeholders to optimize tensions/tradeoffs. Ability to collaborate with stakeholders with minimal supervision and quickly analyze/present data in meaningful ways. Enthusiasm for a fast-paced environment, continual change, and learning corporate applications/new software products as necessary to fully support the business.  Bachelor's degree in Analytics, Mathematics, Business Management, or other relevant subject matter, or equivalent in ongoing self-education or commensurate experience. 0-3+ years in business/reporting analyst role required. Healthcare experience preferred. Proficiency in data visualization tools, such as Tableau and/or Power BI, to identify business insights and design tangible steps to improve. Strong proficiency in quantitative analysis using Excel, SQL, or other query languages. Familiarity/experience with project management preferred with strong focus on use case building, requirements creation, and milestone-driven delivery. Proficiency with Microsoft Office Suite. Excellent verbal and written communication skills, with ability to present findings to senior management. Superior problem-solving and logic processing skills to identify business growth opportunities.   This role operates Monday through Friday from 9:00 AM to 5:00 PM EST. The position is requires quarterly travel to corporate office in Greenville, SC.  Have a daily impact on many lives. Excellent training if you are new to this field. Community events that promotes belonging and education. Includes but not limited to community cook outs, various fairs related to addiction treatment and outreach, parades, addiction awareness for schools, and holiday events. Opportunity to save lives everyday!   Medical, Dental, and Vision Insurance PTO Variety of 401K options including a match program with no vesture period Annual Continuing Education Allowance (in related field) Life Insurance Short/Long Term Disability Paid maternity/paternity leave Mental Health day Calm subscription for all employees",https://www.indeed.com/cmp/Crossroads-0c937432?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st0djtgorf80h&fromjk=3a565e4a32d07089
NYC Health + Hospitals,Clinical Business Analyst Level I,"New York, NY",,"$58,300 - $80,000 a year",Full time,"About NYC Health + Hospitals NYC Health + Hospitals/At Home reaches outside the walls of our hospitals and brings health care to patients where they live. With more than 600 dedicated employees, Community Care provides services including home care, community care coordination, and community-based care management to individuals managing chronic health conditions residing in Brooklyn, Manhattan, Queens and The Bronx. At NYC Health + Hospitals, our mission is to deliver high quality care health services, without exception. Every employee takes a person-centered approach that exemplifies the ICARE values (Integrity, Compassion, Accountability, Respect, and Excellence) through empathic communication and partnerships between all persons. Job Description The Business Analyst (BA) is responsible for the delivery of reporting and analytics services offered through the Community Care Business Intelligence team. The overall goal of the Business Analyst is to facilitate the development and enhancement of data reporting assets such as dashboards and reports. SUMMARY OF DUTIES AND RESPONSIBILITIES1) Partner with dashboard/report sponsors to gather requirements, document business processes and workflows, and explore potential solutions with the service delivery teams 2) Document clear and concise requirements ensuring descriptions are complete, consistent, feasible, traceable, and verifiable to support the completion of data related projects (e.g. data dictionaries) 3) Create data solutions that support the stakeholder’s need for report generation, automation, scripting, coding and/or troubleshooting. Provide support and project management assistance with the development and maintenance of shared resources designed to promote cross-user collaboration and record of approved data solutions, policy documents and other vital learning resources (e.g. shared folders, Shareplus, DnA Producer, etc.) 4) Support Business Intelligence team to ensure key deliverables are met in an accurate and timely manner 5) Provide data validation, especially for totals, rates, and additional statistical statements published in reports and dashboards 6) Analyze and interpret business requirements into functional requirements and specifications that have an appropriate level of detail suitable for use by the Business Intelligence team 7) Investigate and resolve Business Intelligence related issues raised by Service Desk or Business Intelligence team 8) Develop scope of work with service delivery teams 9) Work with service delivery team(s) to develop proof of concept and validate with customer's pre-build 10) Verify that solutions meet business, compliance, and technical requirements prior to publication 11) Perform periodic reviews of dashboards/reports to continuously maintain/improve trust 12) Support day-to-day operations and troubleshooting Minimum Qualifications 1. A Master’s degree or advanced clinical degree from an accredited college or university; or 2. A Baccalaureate degree from an accredited college or university and one (1) year of experience gathering and documenting business, clinical, and/or functional requirements for software applications development and implementation in a clinical, allied health, non-allied health, behavioral health, information technology, information services, business, analytics or related area; or, one (1) year of experience in a relevant clinical and/or healthcare administration role/function; or 3. A satisfactory combination of education, training, and experience. 4. Specialty certification(s) issued by a national commercially available program, state, professional society, academic or technical institution in an area(s) listed above, may be credited on a month-to-month basis toward the required work experience for a total of one (1) year. Additional Qualifications QUALIFICATIONS FOR THE JOB: CERTIFICATION(S)/LICENSE(S): YEARS OF EXPERIENCE:2 years minimum KNOWLEDGEABLE IN: COMPUTER PROGRAMS/SOFTWARE OPERATED How To Apply If you wish to apply for this position, please apply online by clicking the ""Apply Now"" button or forward your resume to CommunityCareCareers@nychhc.org noting the above Job ID #.105863 NYC Health and Hospitals offers a competitive benefits package that includes: Job Type: Full-time Pay: $58,300.00 - $80,000.00 per year Benefits: Schedule: Work setting: Education: Experience: Ability to Relocate: Work Location: In person",https://www.indeed.com/cmp/Nyc-Health-Hospitals-452adce2?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st0jn92807001&fromjk=7e1ace7fcf67be43
Innovative Object Solutions Inc,Data Analyst,"Washington, DC 20002",,,Full time,Flexible work from home options available.,https://www.indeed.com/cmp/Innovative-Object-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st0po4g07b803&fromjk=da3a356f87aa9388
LIMRA,Data Analyst I,"300 Day Hill Rd, Windsor, CT 06095",3.4 out of 5,,Full time,"For more than a century, LIMRA and LOMA have served as the largest trade association supporting the insurance and related financial services industry. Today, we’re working with over 700 member companies around the world to help them understand industry trends, inform their strategies, develop their talent, and create solutions that advance the industry. Companies come to us because no other organization is in a better position to help them understand their customers, markets, distribution channels, and competitors. Leading life insurance and financial services organizations around the world rely on their membership for one simple reason – they can make bottom-line decisions with greater confidence.  As an employer, we believe that greatness is built from the inside out. It is created by individuals who share common goals, and who support and rely on one another to achieve them. Our core values (Integrity, Customer Focus, Adaptability, Respect and Excellence) guide us in how we treat, respond to and interact with our customers, and one another. We do our best to support our employees in making the most of their lives both inside and outside of work. technical support responsible for ad hoc data requests We are currently look for an Associate Data Analyst to join the Product Research group. This position is an entry level, full-time hybrid position. In this role, you will work closely with LIMRA’s data analysts and researchers on data exploration, validation, editing and analysis.  Responsibilities include understanding the business requirements of each project, selecting the appropriate analytical tools, maintaining research databases, and applying the established best practices to your work. In addition, you will act as a liaison to LIMRA members to provide production support for data submissions.  This position is ideal for you if you're interested in furthering your technical skills and working with industry thought leaders, data experts, and cutting edge technologies. In addition you will also have the opportunity to do the following: Qualifications LIMRA and LOMA are committed to creating an inclusive workplace. Our commitment to diversity, equity, and inclusion extends to hiring individuals with unique perspectives and backgrounds. The range of experiences and viewpoints that our employees bring to work every day is a vital part of how we help members navigate with confidence.  We are an Equal Opportunity employer and do not discriminate on the basis of race, ancestry, color, religion, sex, age, marital status, sexual orientation, national origin, medical condition, disability, veteran status, or any other basis protected by law. This Employer Participates in E-Verify. See the E-Verify notices. Este Empleador Participa en E-Verify. Ver el E-Verify avisos.",https://www.indeed.com/cmp/Limra?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st10c5i02o800&fromjk=8516493ee8c2f0bb
Big Thought,DATA ANALYST,United States,4.3 out of 5,,Full time,"JOB DESCRIPTION: DATA ANALYST Location: Big Thought HQ Reports to: Director/Impact & Advocacy Department: Big Thought Institute Supervision: No Effective Date: JUNE 2024  About the Role: The Data Analyst is responsible for the collection, analysis, and dissemination of data and results based on the evaluation and reporting of BT’s programmatic functions.  About Big Thought: The Big Thought equips youth in marginalized communities to envision and create their best lives and world. What makes our work uniquely effective is the ability to focus on the social and emotional learning and community-centered partnerships based on an equitable and accessibility perspective.  Throughout our 30+ year history of innovation, Big Thought has become a national model in arts education, out of school time systems, summer learning and juvenile justice intervention. Big Thoughts is one of the six community organizations in the U.S to assist in advancing and scaling national best practices in Social and Emotional Learning (SEL). We take a direct-to-youth program approach and offer resources to communities with the greatest needs. We provide and recommend evidence-based best practices with similar nonprofits and organizations through a variety of consultation services, such as professional development, curriculum design, and technical assistance. ESSENTIAL JOB DUTIES: MINIMUM QUALIFICATIONS: Physical Expectations (not an exhaustive list): Big Thought jobs are action-based and can be physically demanding. To be successful in this role, you may regularly be required to: sit, stand, or stare at computer screen for long periods of time; participate in external activities; use various office equipment, work in an environment with loud sounds, multiple distractions, and interruptions. You may also be exposed to extreme temperatures on occasion and must maintain your composure during stressful situations. BIG THOUGHT ASPIRES TO BE A WORKPLACE OF INCLUSION & EQUITY. WE VISUALIZE A WORKPLACE THAT PROVIDES AN EXCEPTIONAL EMPLOYEE EXPERIENCE. WE BELIEVE THE BASELINE REQUIREMENT TO ACHIEVE OUR VISION IS. TO TREAT EVERYONE WITH DIGNITY AND RESPECT. Big Thought is an equal opportunity employer. All applicants will be considered for employment without attention to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status. Employees of Big Thought are expected to participate in mission driven activities, meetings, committees, etc. BT is based on a team environment and openness to always lend a hand as appropriate to another employee. All employees are required to adhere to BT policies and procedures. All employees may expect to perform duties as assigned. In addition, all employees may be assigned other duties in the spirit of teamwork. NOTE: This posting is not an employment agreement or contract. The CEO and/or designee has the exclusive right to alter this job description at any time without notice.",https://www.indeed.com/cmp/Big-Thought?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st16g2goqg802&fromjk=a1f117cebdbe619c
ITRGroup,Business Analyst,,,From $24 an hour,Contract,Skills Summary: Preferred/nice to have skills: Job Type: Contract Pay: From $24.00 per hour Experience level: Schedule: Work Location: Remote,https://www.indeed.com/cmp/Itrgroup-1?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st1dtai9sr800&fromjk=9e65340b308a958f
Columbus City Schools,EDUCATIONAL SYSTEMS DATA ANALYST I,"Columbus, OH",3.7 out of 5,$35.86 an hour,Full time,"Overview:This is not a remote position. Under general supervision, is responsible for performing entry-level analysis, interpretation, and validation of data from the student information and educational management information systems; performs related duties as required. Examples of Work · Extracts requested data from a variety of databases and integrates data into required file formats; · Reviews data accuracy and integrity; identifies and analyzes error patterns in data sets; corrects errors by researching sources of information; · Monitors data entries for timely and accurate completion; identifies issues with methods of data gathering, entry, and reporting by staff and system users, such as duplicate entries and overlapping dates; · Learns the specialized methods required by state and federal agencies for submission of educational data; · Assists upper level personnel with identifying ways to facilitate processes to eliminate recurring types of errors; instructs users in new methods; · Writes queries and simple programs to collect and compile specific data needed for reports, as required by local, state, and federal agencies, staff, and users; · Develops routine and ad hoc reports, tables, and graphs; provides assistance to staff in interpreting and analyzing the results; develops custom reports as requested; · Reviews data submitted to external agencies for compliance with all applicable laws and regulations; · May participate in developing standards, policies, and procedures for data retrieval and reporting. Department specific duties & qualifications: Minimum Required Qualifications: Possession of a bachelor's degree with significant coursework (21 semester or 32 quarter hours) in computer science, mathematics, or a closely related field, and one (1) year of experience in data analysis and research. Substitution: Additional years of the specified experience may substitute for the educational requirement on a year-for-year basis. Preferred Qualifications: Knowledge, Skills, and Abilities: General knowledge of data analysis processes and procedures; general knowledge of data quality assurance processes and procedures; general knowledge of relational databases and data retrieval methods; general knowledge of research and problem-solving techniques; general knowledge of documentation and report writing procedures; general knowledge of Microsoft Office software, including Excel; general knowledge of the techniques used to write queries and simple programs; ability to retrieve and manipulate data sets to identify patterns, problems, and errors; ability to use logic and analysis to solve problems; ability to organize and summarize information in written format; ability to communicate effectively, both orally and in writing; ability to develop and maintain effective working relationships with others. Test/Job Contact Information: This job posting is for a noncompetitive position. The candidates that successfully complete the application process will be used to create a NEW eligible list. The hiring department will then conduct a preliminary review of your application to determine who to interview. It is the responsibility of all applicants to list all relevant work experience (current and previous) on the application. Resumes will not be accepted in lieu of listed work experience. Unless otherwise indicated, any year of required experience is based on 12 months of full-time employment. Anything under 35 hours/week (or seasonal work) will be prorated. Please be sure that the job experience and education information in your profile is up to date and accurate before submitting your application. Prior to application completion, please attach an OFFICIAL transcript or copy of degree indicating field of study, if applicable. Job Type: Full-time Pay: $35.86 per hour Benefits: Schedule: Experience: Ability to Commute: Ability to Relocate: Work Location: In person",https://www.indeed.com/cmp/Columbus-City-Schools?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st1js0ggnl801&fromjk=15d39450ce99e9fa
Partify Inc.,Data Analyst,"Fraser, MI 48026",2.3 out of 5,$18 an hour,Full time,"What is Partify?Partify is a fast growing ecommerce company that sells painted auto body parts. Think bumpers, fenders, and hoods. Partify was founded in London, Ontario, Canada in 2011 and now has it's first location in Fraser, Michigan. The company as a whole has over 100 employees. The Fraser location has about 35. What is Partify looking for?Partify is looking for someone to join our tech team as a data entry specialist. Responsibilities1. Upload and maintain products on the following channels. 2. Be an active contributing member of the team. We are not looking for a robot who can only do what it's programmed to do. We are looking for someone who can come up with new ideas, identify problems others might have overlooked, think deeply about the work they are doing and try to find faster more efficient ways to do it. This is not a good job for someone who doesn't have a passion for innovation. Frankly, we are looking for someone to grow with the company. Partify has had a lot of entry level employees rise up into bigger positions and we are always looking at our entry level staff to see if there's anyone who can take on more responsibility and subsequently more compensation. 3. Put your heart into this job. We are seriously not interested in someone who is going to stay in this position forever. We see this as a stepping stone in the company to a bigger role with more responsibility. Requirements-At least two years experience with product catalogs-Experience at a prior ecommerce company-Post-Secondary education-Extremely computer proficient-Experience with Microsoft Excel HoursMonday to Friday 9AM-5PM, In office AtmosphereClean new modern office. You will have your own desk and cubicle. Job Type: Full-time Pay: $18.00 per hour Expected hours: 40 per week Benefits: Experience level: Schedule: Ability to Relocate: Work Location: In person",https://www.indeed.com/cmp/Partify-Inc.?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st1qkpgo5b800&fromjk=9630d2b62a91932a
TBD Solutions Inc,Business/Data Analyst,"2930 Lucerne Dr SE, Grand Rapids, MI 49546",5.0 out of 5,$52.50 an hour,Full time,"FOR IMMEDIATE RELEASE: July 11, 2024 TBD Solutions Inc Job Posting: Business/Data Analyst TBD Solutions Inc (www.tbdsolutions.com) is an employee-owned West Michigan consultancy serving a diverse customer base of governmental, for-profit, and non-profit organizations in the health care and social services sector. TBD Solutions provides strategic decision support, analysis, and continuous improvement guidance through an array of professional knowledge enhancement services. A Business/Data Analyst is being sought to leverage their technical, statistical, and/or data analyst expertise. The successful candidate will work with the company’s Consultant and Executive staff to develop solutions that help the company and its customers to use data to drive decisions by examining and interpreting data sources, identifying meaningful patterns, and creating sound applications with top-notch visualizations and reports. The Data Analyst will be a member of the Knowledge Services Cohort, reporting directly to the Chief Knowledge Officer (CKO). NOTE: Eligible candidates must reside within the United States of America (USA). Non-citizen candidates with an eligible USA work visa that is valid for a 2-year period from their start date will be considered. TBD Solutions will not sponsor candidates whose USA work visa expires sooner than 2 years, nor can the company consider candidates with other USA visas (e.g., student, immediate relative, etc.). Only direct-hire candidates will be considered for this opportunity. Recruiters, staffing agencies, vendors, and independent consultants will not be considered and will receive no response. Minimum required qualifications include one (1) or more years of data clean-up and transformation, analysis, and creation of visualizations and reports is required. Additionally, compels experience in a Microsoft SQL Server/Power BI environment, and statistical programming languages (e.g., R, Python, SAS, SPSS, data science packages, etc.) to develop models, simulations, or other methods to tackle complex problems. Knowledge of web-based development principles and application security is a must. Preferred qualifications include knowledge of healthcare data, including its common taxonomies (e.g., HCPCS/CPT, SNOMED, ICD-10, etc.), with a preference for knowledge of data related to specialty populations associated with TBDS’ core business (i.e., aging services, adults with substance use or mental health disorders, persons with intellectual and/or developmental disabilities, other chronic healthcare issues). Keen ability to understand and translate clinical and operational processes into analysis and measurement frameworks is needed. Experience working with governmental entities, healthcare, insurance plans or trade associations is preferred. An associate's degree from a regionally accredited college or university is required, or the equivalent from an international school. A bachelor’s degree or higher is preferred. Key skills for the Data Analyst include: Exceptional attention to detail, work ethic and follow-through; technical abilities to expertly perform data cleaning, modeling, analysis, design, testing, development, and implementation; designing and building interactive data visualizations with an understanding of appropriate chart types to highlight different patterns in data; exceptional written and verbal communication to support understanding and drive key decisions; understanding of project management principles; internal and external application documentation and version control, knowledge of cloud computing services; ability to document workflows and relationships using Microsoft Visio or similar tools. This is not an entry level position: The stated work experience is required. As TBDS’ customers are covered entities as defined by the Health Insurance Portability and Accountability Act (HIPAA) Privacy Act, we require a clean background check and non-exclusion by the USA Health & Human Services Office of the Inspector General. This is an at-will, exempt position compensated at $52.50 per hour based on identified work. Fulltime staff receive healthcare, disability, dental and vision benefits. Flexibility to meet obligations outside of normal business hours is allowed for proven candidates. Please submit a cover letter and resume through the Job Posting on Indeed, and complete requisite skill assessment tests. TBD Solutions is an EEO Employer. Job Type: Full-time Pay: $52.50 per hour Expected hours: 22 – 40 per week Benefits: Compensation package: Experience level: Schedule: Application Question(s): Education: Experience: Work Location: Hybrid remote in Grand Rapids, MI 49546",https://www.indeed.com/cmp/Tbd-Solutions-LLC?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st20jv23at000&fromjk=f4f7bbe0a60e854d
"Transcore, LP",Data Analyst I,"Cary, NC 27513",3.2 out of 5,,Full time," TransCore (TRN), a subsidiary of ST Engineering, is seeking two (2) full-time Data Analysts to join our Raleigh, North Carolina Quality Assurance Team. Summary: Provides day-to-day technical support for toll systems operations including assisting support personnel on software, hardware related issue triage and resolution. Execution of daily, weekly, or monthly related system audits to ensure accuracy compliance and system stability. Deployment of toll system software maintenance related upgrades, facilitating system tuning parameters, and ensure post deployment issues are resolved given analytics and reporting. Assist Project support teams during installation and commissioning activities of Toll related systems. Qualifications: To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Essential (Mandatory) Skills and Responsibilities: Supervisory Responsibilities: This position has no supervisory responsibilities. Required Education and Experience: Additional Preferred Knowledge and Skills: Applicants must be authorized to work permanently for ANY employer in the U.S. We are unable to sponsor or take over sponsorship of an employment visa at this time.  Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)",https://www.indeed.com/cmp/Transcore?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st26p9h3ls800&fromjk=407748fa8de605a9
HHAeXchange,Data & Business Intelligence Analyst,,3.2 out of 5,"$85,000 - $100,000 a year",Full time,,https://www.indeed.com/cmp/Hhaexchange?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st2d77h3m5805&fromjk=8bf2def952099212
,Entry level Business Analyst,"San Francisco, CA",,,,"Our company is a leading IT services, consulting and outsourcing company delivering exceptional business solutions and customer value to its customers worldwide. We offers end-to-end innovative and leading edge solutions to help corporations leverage technologies, outperform their competition and acquire sustainable growth. We have proven capabilities in new and emerging technologies and extensive experience across a broad range of industries and domains which enable us to deliver world-class, secure, scalable and reliable business systems. We have achieved many distinctions and milestones of outstanding success during the course of its evolutionary journey. As a Business Analyst in IT Gathering Business Requirements from the client/Customer Interact with clients to understand and capture their functional and technical requirements. Middle level project based business knowledge. Ability to diagnose issues and resolve simple to moderately Preparation of presentations with the inclusion of feasibility study as well as proof of concept delivery. Preparing (Functional Specification Documents)/Business Documents. Good Organizational, analytical, Problem-solving, verbal and written communication skills. Interprets business needs and translates them into system requirements. Writes business specifications and forwards to technical staff for system development. Interprets systems specifications to develop, maintain and support automated business processes. All your information will be kept confidential according to EEO guidelines.",
Techpoint LLC,Junior Business Analyst,"Wilmington, DE",,"$52,000 - $62,000 a year","Full time, Contract","Job Title: Junior Business Analyst About Us: Techpoint LLC is a dynamic and innovative company dedicated to providing top-notch solutions to our clients. We are looking for a motivated and enthusiastic individual to join our team as an Junior Business Analyst. If you are passionate about analysis, problem-solving, and making a positive impact, we want to hear from you! Job Description: As a Junior Business Analyst, you will play a crucial role in supporting our business operations and projects. You will work closely with various departments to analyze data, identify trends, and provide actionable insights to drive informed decision-making. This is an excellent opportunity to start your career in business analysis and grow within our organization. Key Responsibilities: Qualifications: Preferred Skills: What We Offer: How to Apply: If you are ready to kickstart your career as a Business Analyst, we encourage you to apply! Please submit your resume to shalini(at)techpoint.net. Equal Opportunity Employer: Techpoint LLC is an equal opportunity employer M/F/V/D. Techpoint is committed to fostering a diverse and inclusive workplace. We provide equal employment opportunities to all employees and applicants without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability, or veteran status. **NO Third-party/C2C companies. Serious candidates only! Job Types: Full-time, Contract Pay: $52,000.00 - $62,000.00 per year Benefits: Compensation package: Experience level: Schedule: Ability to Relocate: Work Location: In person",https://www.indeed.com/cmp/Techpoint-LLC-3?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st2pr6goqf800&fromjk=40c3ab7397fe7e66
Whitman-Walker Health,HEALTH DATA ANALYST,"Washington, DC 20032",4.3 out of 5,"$68,000 - $85,000 a year",Full time,"Whitman-Walker envisions a society where all persons are seen for who they are, treated with dignity and respect, and afforded equal opportunity to health and wellbeing. Through care, advocacy, research, and education, we empower all persons to live healthily, love openly, and achieve equality and inclusion. For over 50 years, we have been meeting the needs of our communities with the endless dedication of our diverse teams. Job Summary The Health Data Analyst is responsible for overseeing the extraction, analysis, and dissemination of data to support grant reporting, quality improvement, and health center operations. Using intermediate to advanced data management and analysis tools the Health Data Analyst will query electronic medical record (EMR) data; create reports and dashboards; collaborate with department leads to monitor and evaluate programs; and effectively communicate data-driven insights to a variety of stakeholders. This role aids WWH and our stakeholders in understanding the health and needs of the patients that we serve. Role Specific Primary Essential Duties:  Whitman-Walker is an equal employment opportunity employer and does not discriminate against applicants, its employees, or former employees based on race, color, religion, gender, marital status, sexual orientation, national origin, age, disability, veteran status, or gender identity. For accommodation in the application process, please contact Human Resources.",https://www.indeed.com/cmp/Whitman--walker-Health-1?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st3028gorf800&fromjk=f0e2d228b5a1f112
Steneral Consulting,Remote Work - Need Data/BI Analyst - Remote - no CA,United States,,,"Part time, Seasonal, Full time, Internship","Data Mapping Analyst but 100% Contract and must have Clinical Data  This role is 100% contract  Must have  GET YEARS OF EXPERIENCE with the following AND LIST LEVEL OF PROFFICIENCY (Beginner, Intermediate, Advanced)  Jiva to MHK Transition Consultant: Preferred skillsets to evaluate: Platform transition projects, SQL programming, SAS programming, Health/Clinical data Please make a note of Visual Basic and Tableau experience in candidate write up, if not clear on resume.  Job description:  Assist the team with data mapping from one data platform to another Evaluate current reports and identify equivalent data fields and values in new MHK dataset Develop SAS programs to incorporate new data tables and fields Document and define differences between two datasets, process changes, and metrics in both systems Utilize programming and application building skills to assist in designing and building a replacement for the current BCBSMA reporting application  Skills: Strong technical skills in programming in SAS programming, Visual Basic, SQL, and Tableau (preferred) Experience working with healthcare data preferred Background in manipulation, analysis, interpretation, and reporting using large scale medical, clinical or administrative data sets; experience in working with large structured and unstructured data sets Ability to work independently as well as collaboratively Excellent organizational skills and ability to work in fast-paced environment with aggressive deadlines Excellent communication skills to be able to translate changes and teach the team Familiarity with care management or clinical data platforms such as Jiva or MEDHOK preferred Knowledge of Jira a plus Knowledge of Snowflake a plus Knowledge of Microsoft Report Designer a plus ",https://www.indeed.com/cmp/Steneral-Consulting?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st362rgo58800&fromjk=ef08677b29802a77
Ember Education,Human Resources Data Analyst,California,3.3 out of 5,"$85,000 - $90,000 a year",Full time,"Who we are: Ember Education provides administrative and business services to the institutions owned and operated by San Joaquin Valley College, Inc. What we're looking for: Data Analyst to support Human Resources Summary: The Human Resources (HR) Data Analyst understands employee lifecycle processes. The Analyst collects, compiles, and analyzes HR data, metrics, and statistics, and makes recommendations based on identified trends in recruitment, engagement, performance management, and retention. What We Offer: The targeted starting pay range for this position is between $85,000-$90,000 per year. Our benefits program for full-time colleagues includes medical, dental, and vision coverage, as well as flexible spending and health savings accounts. You will accrue two to three weeks of paid vacation your first five years with eleven paid holidays. We offer state-compliant sick leave, disability insurance, and company-paid life insurance. We offer a 401k profit-sharing plan with a discretionary match and tuition assistance to employees and their family members beginning your first day of employment. To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill and ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Education and/or Experience - Bachelor's Degree in Human Resources, Business Administration, Data Science, Statistics, or a related field. One to three years of experience in HR analytics, workforce planning, and reporting.",https://www.indeed.com/cmp/Ember-Education-1?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st3ccei0ha800&fromjk=4ac94d85fb298de0
RippleMatch Opportunities,"Entry Level Data Analyst, application via RippleMatch","Dallas, TX",3.9 out of 5,,,"This role is with RippleMatch's partner companies. About RippleMatch RippleMatch is the recruitment automation platform changing how Gen Z finds work. By replacing job boards with matching and automation, RippleMatch eliminates the most time-intensive parts of the recruitment process for both employers and job seekers. Leading employers such as eBay and Teach For America leverage RippleMatch to build diverse, high-performing teams and Gen Z job seekers across the country trust RippleMatch to launch and grow their careers. Requirements for the role:",https://www.indeed.com/cmp/Ripplematch?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st3i9ni02o803&fromjk=8acbb41de8d0bad7
VSolvit,BUSINESS DATA ANALYST I,United States,3.6 out of 5,$28.85 - $33.65 an hour,Full time,"VSolvit LLC is seeking a Data Analyst with a background in Power BI , SQL and Python. The Analyst will be working as part of a SAFe Agile team supporting our internal R&D Development Team. The analyst should be able to work and provide reasonable documentation as needed while working in highly technical teams, including developers, architects, subject matter experts, analysts, and product owners. Understanding the inner workings of the applications will be essential. As with any position, additional expectations exist. Some of these include, but are not limited to, adhering to normal working hours, meeting deadlines, following company policies as outlined by the Employee Handbook, communicating regularly with assigned supervisor(s), staying focused on the assigned tasks, and completing other tasks as assigned. Responsibilities Basic Qualifications Preferred Qualifications Company Summary Join the VSolvit Team! Founded in 2006, VSolvit (pronounced 'We Solve It') is a technology services provider that specializes in cybersecurity, cloud computing, geographic information systems (GIS), business intelligence (BI) systems, data warehousing, engineering services, and custom database and application development. VSolvit is an award winning WOSB, CA CDB, MBE, WBE, and CMMI Level 3 certified company. We offer a customizable health benefits program that best meets the needs of its employees. Offering may include: medical, dental, and vision insurance, life insurance, long and short-term disability and other insurance products, Health Savings Account, Flexible Spending Account, 401K Retirement Plan options, Tuition Reimbursement, and assorted voluntary benefits. Our goal is to grow together and enjoy the work that we do as a team. VSolvit LLC is an Equal Opportunity/Affirmative Action employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, national origin, protected veteran status, or disability status.",https://www.indeed.com/cmp/Vsolvit-LLC?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st3oo8i0hn801&fromjk=7de259e38874056e
"LL Global, Inc",Data Analyst I,"Windsor, CT",,,Full time,,"https://www.indeed.com/cmp/Ll-Global,-Inc?campaignid=mobvjcmp&from=mobviewjob&tk=1i2st3uq3i9sr801&fromjk=bb5e05d5d14782d1"
